Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
Cameroon,CMR,GDP per capita (current US$),NY.GDP.PCAP.CD,119.5191788,124.4267299,129.5441392,131.136413,138.6460281,141.012175,144.3800013,154.3314989,169.8124533,181.2807672,177.9209519,184.4623951,208.3754538,249.3641074,311.2194943,369.4472009,401.4130294,426.7946823,543.0211833,694.6862849,781.8627923,859.1231094,798.8503937,780.6122171,799.5476484,809.093493,1021.709294,1146.43538,1128.019028,974.9912797,946.6464131,1024.424135,911.7414218,1204.762973,801.1617038,709.1148297,752.5250994,755.2397068,720.7969746,740.9965643,649.9918454,651.1009075,707.8875674,865.9581375,1009.94312,1011.880073,1062.137433,1194.06985,1371.746708,1314.706015,1286.515572,1405.094392,1354.545613,1465.638843,1542.620266,1327.503017,1364.33011,1425.107818,1534.491274,1497.909176
"Congo, Dem. Rep.",COD,GDP per capita (current US$),NY.GDP.PCAP.CD,220.3140621,197.3913718,235.6334803,377.4298327,170.4669949,232.8111144,253.7592514,184.1303891,206.7149074,258.6065033,243.7497444,272.0653633,292.297084,362.8436478,430.7019839,446.9756574,409.5243296,509.0667073,615.978957,587.151722,546.1124374,463.671292,492.5325268,387.5077591,269.8426316,240.7880418,263.8313691,243.0047394,273.1278446,269.592892,270.1305434,268.0564628,220.3718557,275.8219735,144.5950827,135.7371468,134.9819243,138.9740464,138.5863064,102.5979776,405.216253,153.5910092,175.0099651,173.7961353,194.0399624,218.3861908,255.4330838,286.3304921,327.5637218,298.6196821,334.0215726,387.0824654,424.6003861,457.9637283,486.7870819,497.3169608,471.3188404,467.0742375,557.0644183,545.2162123
"Congo, Rep.",COG,GDP per capita (current US$),NY.GDP.PCAP.CD,129.3704635,145.4063969,155.7382359,157.0558661,165.0094591,171.6456959,185.8917853,194.6612933,200.3951777,205.5335512,207.2227057,235.8358995,291.9750014,374.1264116,392.3210842,499.2032553,476.8513829,469.6905251,523.910455,694.1764248,959.4264183,1088.974915,1146.304432,1080.822415,1098.441091,1051.871644,875.4508413,1058.228447,991.5173724,1042.049735,1187.551284,1124.901114,1178.023799,749.6348578,672.1631948,781.5235685,912.0139881,810.077492,660.4723724,774.7116899,1029.577037,868.3399509,912.2781532,1026.107674,1324.219142,1680.204588,2064.344523,2165.745759,2956.264407,2314.266025,2812.435974,3286.694535,3032.493883,3047.930773,2996.918026,1762.032018,1815.295843,1767.894521,2223.854479,2011.072399
Colombia,COL,GDP per capita (current US$),NY.GDP.PCAP.CD,251.0413665,274.0523634,289.9179627,274.314942,328.6550683,307.6468107,281.5659609,293.6442345,292.2575678,307.9951661,335.118188,355.4075658,385.1125893,448.0337199,525.5258191,544.2907935,623.4286904,773.7457848,904.0105529,1061.848426,1241.639679,1323.37614,1386.673216,1348.804294,1304.176821,1165.042141,1142.939401,1165.982546,1232.226231,1218.210935,1445.328368,1456.693969,1697.112887,1893.54205,2284.838749,2539.912877,2620.538762,2827.379752,2566.02406,2209.93148,2520.480898,2439.681836,2396.627274,2281.40196,2782.62305,3414.465833,3741.093171,4714.072541,5472.536133,5193.241451,6336.709214,7335.11051,8050.058414,8218.033996,8114.084069,6175.876132,5871.223575,6377.851363,6718.585324,6432.387583
Comoros,COM,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,689.4029686,618.2186976,562.8115825,570.1405502,534.6320911,553.6324027,763.3357853,896.1165171,918.902129,854.4780299,1043.800803,1000.558651,1047.979551,1008.029494,690.4717309,838.171684,810.5442344,726.0552078,718.1170893,723.1850928,645.8186908,680.3185414,744.4751724,935.611518,1059.176884,1068.600321,1113.957757,1238.461514,1387.594626,1339.337191,1316.498848,1447.963587,1403.34862,1505.349473,1513.830379,1242.60319,1273.058953,1323.81159,1415.955313,1393.522372
Cabo Verde,CPV,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,501.13926,483.1285991,477.9230141,461.2338519,431.2431894,441.8924506,602.1527908,732.5678355,811.3933564,807.5648308,908.0961896,923.7416128,1003.946473,1339.744217,1080.162304,1261.116157,1269.120577,1213.599841,1265.194783,1408.999608,1259.323656,1292.202785,1401.903733,1809.089925,2024.275248,2099.157484,2361.385134,3186.826892,3721.250949,3517.401245,3378.25486,3740.389099,3447.524041,3615.979041,3588.674054,3043.013984,3130.963385,3292.645755,3617.327488,3603.781794
Costa Rica,CRI,GDP per capita (current US$),NY.GDP.PCAP.CD,381.3651146,355.0037769,334.3118143,344.3551201,352.3371137,372.278942,393.47901,412.237536,442.7785953,474.7947758,533.0915649,568.095548,636.9053799,767.3302096,816.0372621,936.3359286,1122.809722,1393.002411,1555.537664,1734.614988,2021.545396,1068.5046,1032.998642,1213.55412,1373.937714,1432.084911,1572.456703,1571.295033,1558.507448,1727.872098,1831.001912,2238.853644,2595.022522,2828.130172,3016.224348,3247.316987,3198.548672,3375.166341,3579.865884,3653.552719,3772.870012,3944.737613,4024.6519,4129.632791,4385.390719,4654.824822,5201.514095,6071.789165,6859.079022,6760.477515,8141.913127,9121.932518,9913.209959,10490.08133,10547.15186,11299.13554,11666.45591,11814.62657,12112.13442,12238.37496
Caribbean small states,CSS,GDP per capita (current US$),NY.GDP.PCAP.CD,448.2565239,476.9005908,494.7358032,516.742205,547.9494328,580.94515,621.4328548,658.3550888,645.926683,695.0385497,755.1430154,811.13191,925.5253179,1000.854074,1285.484282,1485.167338,1511.870326,1736.743344,1759.825463,1999.198431,2461.64914,2683.659814,2940.221612,2942.730299,2778.876475,2722.8412,2466.299838,2633.113424,2775.609982,2827.693162,2997.32439,2945.298081,2874.374797,3078.924099,3208.617127,3507.904766,3799.490337,4417.551332,4686.466343,4933.02746,5252.809735,5374.137198,5599.154459,5943.610645,6459.368502,7253.537344,8061.230996,8913.791951,10059.83315,8411.007673,9086.894793,9762.053463,10017.38359,10140.16594,10202.27477,9939.801206,9384.914524,9557.517493,9982.268089,10307.58628
Cuba,CUB,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,653.4265032,779.7241411,901.3673042,1088.127565,1223.691087,1379.081695,1443.302131,1472.729582,1835.111536,2000.279985,2021.724225,2035.607642,2107.931793,2224.653263,2396.35414,2269.824994,2378.909555,2451.133476,2640.920454,2572.69047,2703.168039,2278.20868,2057.103404,2073.094865,2624.756793,2794.737268,2286.927382,2308.146195,2331.465648,2558.904794,2747.098575,2837.738018,2999.245244,3197.133754,3395.71205,3786.664795,4683.566155,5208.716073,5411.271418,5529.67036,5730.354775,6139.71933,6497.321113,6837.712892,7133.342095,7694.01192,8060.795886,8541.210673,8821.818891,
Curacao,CUW,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20146.38641,20587.39736,20462.71795,20258.00969,19951.3279,19555.36585,19457.53152,19573.89265,
Cayman Islands,CYM,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83322.78344,85434.26817,85187.84024,77398.01584,73350.78482,72328.41164,72783.32044,73515.89532,74990.43322,76280.48625,78296.09993,81124.51348,85477.28701,
Cyprus,CYP,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,976.3342448,1157.411648,1476.271543,1929.403607,2559.259675,4232.022939,4033.240478,4122.784499,4091.048498,4258.743589,4488.287003,5642.631476,6690.577975,7645.629767,8038.914242,9641.575273,9696.099593,11310.07192,10526.14177,11617.69278,15261.41056,15139.22613,14234.24438,15092.82625,15287.91913,14388.34806,14821.44682,16093.21461,20252.23898,23792.62136,24959.25917,26729.3234,31244.92622,35397.36368,32109.24251,31023.63833,32396.38574,28912.15694,27729.1927,27129.62612,23333.71491,24532.51906,26338.69434,28689.70672,27858.371
Czech Republic,CZE,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3917.15984,2878.719283,3352.034161,3931.744463,4601.952312,5788.150737,6493.863346,5996.83381,6458.904501,6307.698004,6011.61522,6609.20553,8032.896612,9773.117503,11685.88724,13346.17639,15183.63605,18373.649,22698.85396,19741.59763,19808.07109,21717.45794,19729.87051,19916.01939,19744.55861,17715.61685,18463.38658,20379.89604,23046.94913,23101.7777
Germany,DEU,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,2761.166836,3192.133618,3809.981447,5046.755107,5639.077618,6236.358885,6634.856899,7682.953776,9482.042846,11281.02332,12138.3081,10209.07311,9913.737644,9864.34494,9313.169414,9429.569213,13461.83101,16677.51079,17931.28233,17764.37644,22303.96133,23357.75773,26438.23039,25522.62957,27076.60675,31658.34938,30485.86655,26964.04947,27289.05936,26725.91522,23635.92922,23607.88286,25077.72908,30243.57653,34044.05363,34507.36881,36323.44774,41587.2129,45427.15168,41485.90165,41531.9342,46644.77603,43858.36306,46285.76407,47959.99327,41139.54457,42098.92045,44349.58966,47639.00344,46258.87829
Djibouti,DJI,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,801.1727273,,761.4703124,748.1952492,725.7425321,766.1409545,762.0113217,777.2623296,753.5201889,790.0322652,789.5517691,767.500315,760.6350212,755.7616936,765.856135,768.1760767,780.9082226,791.3894782,818.8666298,863.2316123,904.7297489,967.6686229,1052.725652,1223.856861,1267.312801,1343.26873,1451.54298,1559.240651,2312.728803,2464.327841,2658.978753,2802.197051,2914.383856,3141.889219,3408.846254
Dominica,DMA,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,624.6316368,769.078342,734.0105248,966.6815377,1090.273289,1193.653276,1324.667259,1478.071668,1632.381155,1863.454683,2113.927152,2402.906753,2617.779831,2860.43156,3122.789982,3317.90456,3466.386082,3721.347165,3861.179613,4120.418405,4291.692307,4593.714495,4750.612157,4787.780171,4883.723663,4771.040927,4897.44175,5217.230416,5160.224314,5518.399108,5952.056669,6469.145738,6902.85717,6967.266654,7065.061847,6848.394227,7016.676471,7318.103783,7596.435062,8080.968623,7274.721333,7691.345097,8300.375074
Denmark,DNK,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,2487.136181,2700.74629,2776.13539,3151.133161,3464.455156,3845.506089,4654.298936,6119.370222,6770.750027,7999.112667,8787.589722,9783.852022,11826.01861,13751.99895,13883.88714,12081.80105,11804.43289,11857.89214,11562.91908,12253.10021,17201.08881,21340.72786,22527.04673,21901.05475,26891.44645,27011.37746,29569.66036,27597.97523,29995.57962,35351.36546,35650.71409,32835.93994,33368.14242,33440.79481,30743.54768,30751.65435,33228.69354,40458.7774,46511.59833,48799.8256,52026.99951,58487.05497,64322.0635,58163.27688,58041.39844,61753.64713,58507.50805,61191.1937,62548.98473,53254.856,54663.99837,57141.05984,61390.69301,59822.09296
Dominican Republic,DOM,GDP per capita (current US$),NY.GDP.PCAP.CD,204.1147475,192.0277253,234.0516294,258.595853,272.9741462,229.0236773,245.9875454,250.9766942,254.0518576,281.3777977,330.1316526,360.15223,417.9197003,480.052968,583.4841886,699.6023237,748.9901948,848.2847896,854.6480877,969.4987321,1164.952626,1273.823436,1362.510445,1487.274869,1831.085303,780.3858658,928.0329521,865.8313685,783.035059,955.5158728,991.6144241,1338.896045,1532.903224,1733.400455,1908.484754,2122.797666,2293.755247,2476.11344,2638.34948,2653.344012,2869.105861,2977.148428,3136.155187,2445.435893,2528.577199,3970.32284,4134.683785,4707.792532,5087.985365,5039.402596,5555.389722,5913.432072,6110.369652,6238.133608,6608.828102,6921.517228,7280.880109,7609.338799,8050.63044,8282.116222
Algeria,DZA,GDP per capita (current US$),NY.GDP.PCAP.CD,,,172.2459978,226.8999888,238.048532,249.8834861,235.5981118,253.9236508,281.925745,302.7523067,336.2248556,341.3889873,442.3518782,554.7551249,817.9883085,936.7900258,1037.607038,1192.743888,1456.419396,1782.697981,2202.997365,2237.086325,2210.301928,2312.655619,2467.346422,2582.879589,2757.130524,2807.330297,2417.376683,2215.847558,2408.688815,1731.611274,1776.036674,1807.328548,1507.865318,1452.269445,1603.937921,1619.806224,1596.003714,1588.347503,1764.97383,1740.642423,1781.837365,2103.413058,2609.945608,3113.101094,3478.654871,3950.519369,4923.629265,3883.261271,4480.799271,5455.853529,5592.257099,5499.581487,5493.02559,4177.892515,3946.443977,4044.2766,4114.715061,3948.343279
East Asia & Pacific (excluding high income),EAP,GDP per capita (current US$),NY.GDP.PCAP.CD,89.67743491,78.75611254,71.21856831,75.19349139,85.08692606,96.87083003,103.1481245,97.37264652,95.72545741,104.6016875,113.4607648,118.748201,131.3951771,161.5825979,178.3690647,196.6780314,196.1582894,223.0769912,212.5922258,242.4102492,275.4770911,289.4320774,298.6455541,308.1607581,329.2922412,355.139726,348.2410881,337.9830978,368.4059554,391.5821911,413.0135859,441.5091299,487.9023089,528.5850423,627.6463077,765.0059888,868.0550063,888.5037317,805.1750802,876.417464,956.6720981,1008.368263,1106.279813,1241.632528,1428.057728,1640.960056,1961.132965,2461.094187,3091.073283,3327.851534,4005.488963,4858.581874,5378.84239,5891.457766,6306.328414,6522.674364,6612.248471,7173.398308,7971.137515,8222.07773
Early-demographic dividend,EAR,GDP per capita (current US$),NY.GDP.PCAP.CD,154.8052939,152.3459139,154.4199644,159.8756297,179.1634465,189.6710758,182.5437764,187.1985482,197.7590086,215.574684,223.741933,235.7142831,252.8666329,315.474265,431.5922092,451.4571656,480.5858411,524.4823284,567.1679042,673.2639594,815.864697,887.1524843,824.5934924,811.1742208,784.4852313,784.7014238,771.5355212,756.4154324,787.3199075,782.0280612,896.5967667,929.4271801,998.7471722,1071.534245,1101.233766,1108.571265,1183.894198,1241.899413,1204.350895,1251.119898,1336.999304,1300.562379,1241.895696,1358.496792,1552.336306,1780.271725,2003.737176,2338.724497,2595.773601,2460.736569,2944.925795,3252.888306,3362.382791,3373.30668,3444.087951,3297.405256,3328.524055,3548.288051,3582.002227,3641.494281
East Asia & Pacific,EAS,GDP per capita (current US$),NY.GDP.PCAP.CD,147.2278544,147.151007,148.5034461,161.776914,181.6144522,197.5694532,215.2239495,227.6091156,244.7938828,274.5977629,315.6654448,341.9602422,414.5172646,534.4654697,602.2725571,647.046684,699.6234701,821.2104796,1020.931775,1091.875375,1162.767816,1262.725227,1217.48568,1275.435699,1346.113025,1399.47602,1800.758172,2080.695424,2463.56083,2526.025923,2599.118654,2893.456511,3120.428193,3446.984702,3808.016565,4276.224355,4073.061254,3854.102311,3417.918654,3779.701346,4052.343379,3736.2279,3765.784419,4108.71312,4574.633268,4848.234538,5105.557388,5672.542598,6498.487645,6647.743114,7697.992805,8861.458466,9420.497882,9466.235452,9703.284026,9598.278555,9857.980865,10467.70219,11316.76045,11526.73649
Europe & Central Asia (excluding high income),ECA,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2425.743072,2326.467597,2475.480052,2400.159588,2200.738344,2149.461737,1842.195091,1965.632786,1982.531583,2067.214603,1913.484043,1604.121089,1790.954858,1770.454464,2026.546064,2553.074991,3381.530203,4269.885041,5229.663859,6709.636366,8284.804299,6466.589968,7780.766654,9611.536804,10189.22398,10729.40774,9897.827942,7461.211702,7043.481347,7863.679049,8013.860708,8110.721448
Europe & Central Asia,ECS,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,1031.532124,1100.741152,1141.418606,1251.826543,1377.570331,1544.632413,1836.915889,2318.795312,2601.92637,3015.572339,3112.953944,3497.429152,4258.740206,5160.543829,5794.571615,5123.155275,4907.334104,4733.639292,4523.071014,4653.137447,6312.458605,7752.664525,8577.613127,8641.697651,10520.67219,10799.28935,11533.63949,10555.38065,11009.4322,12690.01745,12929.51447,12247.41034,12545.59568,12388.70776,11645.97473,11759.67881,12832.26396,15581.57769,18109.43336,19222.374,20752.63467,24159.81646,26415.00853,23138.56059,23604.68119,26109.25901,25068.32812,26071.85206,26301.08299,22551.60089,22371.68239,23597.42401,25171.42597,24696.33961
Ecuador,ECU,GDP per capita (current US$),NY.GDP.PCAP.CD,455.4615868,375.2216257,315.6882445,368.6299561,440.5597153,455.1980788,449.9202903,459.2788814,450.9997878,527.9004426,471.6307195,440.8573691,495.535764,588.3367983,970.0114387,1105.420081,1264.912873,1493.331358,1572.40136,1821.047648,2238.214842,2660.611503,2369.950375,1988.787323,1912.431487,1891.560601,1648.015802,1464.493244,1337.889484,1390.213114,1489.529509,1622.208243,1688.505067,1727.754058,2026.112715,2132.906969,2155.517229,2356.370843,2293.889735,1578.933536,1445.279324,1894.615169,2172.101877,2425.851842,2691.278081,3002.136867,3328.882972,3567.836438,4249.019262,4231.615798,4633.590358,5200.55579,5682.045007,6056.330827,6377.09153,6124.491643,6060.093329,6213.501276,6295.935399,6183.823825
"Egypt, Arab Rep.",EGY,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,162.608483,168.9632242,174.8625879,180.4108756,193.5859804,233.0137163,243.8067877,257.5887293,273.6985848,244.747202,301.7493585,337.7743775,357.0779478,358.8477275,426.3464634,500.3550452,498.5591159,607.2815094,662.68726,708.1957624,792.8239454,815.2487916,778.1168274,655.0677687,725.6297363,765.6420464,651.0775817,713.4525239,777.8577091,849.4524991,965.11073,1063.333095,1208.719901,1281.39672,1343.551963,1450.476242,1391.707846,1228.937975,1138.664673,1063.003663,1187.51969,1398.190624,1667.843721,2044.527855,2329.23948,2644.817039,2791.954962,3232.648892,3264.378787,3378.831358,3598.970948,3525.020165,2440.510173,2549.132252,3020.03135
Euro area,EMU,GDP per capita (current US$),NY.GDP.PCAP.CD,923.4242474,1005.280058,1106.569969,1230.225992,1355.993559,1468.912979,1589.450034,1714.842577,1828.764193,2027.728235,2237.32132,2521.881797,3026.071379,3903.56409,4401.790372,5077.577307,5275.337468,5976.590989,7289.063561,8793.517083,9806.320973,8489.913486,8197.397972,7981.072181,7642.633297,7836.780521,10971.13185,13532.29578,14833.18788,15086.94962,18900.36666,19541.70283,21455.42537,19556.58564,20586.99789,23696.93832,23915.77216,21810.28751,22380.50679,22213.18128,20165.78053,20432.38765,22109.18431,27134.7873,30948.71876,31936.04537,33767.09252,38666.73429,42177.82092,38423.21376,37567.13056,40613.87428,37598.04226,39102.91309,39857.29176,34381.55479,35142.31547,37095.12027,39965.84033,38925.66511
Eritrea,ERI,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,211.3317226,208.9999467,239.668735,262.2311296,315.7511137,312.726247,337.8876643,307.9108725,308.1337836,316.82382,293.9557909,334.5854429,407.7699765,388.5951226,415.0365994,439.8326905,450.6328403,595.1099872,501.3556333,642.5076591,,,,,,,,
Spain,ESP,GDP per capita (current US$),NY.GDP.PCAP.CD,396.3922533,450.0532892,520.2061314,609.4873841,675.2416391,774.7616093,889.659872,968.3067818,950.5457406,1077.6787,1212.289355,1362.165517,1708.808644,2247.55341,2749.924631,3209.837421,3279.312643,3627.590633,4356.439203,5770.214627,6208.578019,5371.166422,5159.708633,4478.500289,4489.988952,4699.655774,6513.50328,8239.613816,9703.123842,10681.9712,13804.8768,14811.90281,16112.18893,13339.90857,13415.28701,15471.96272,16109.0844,14730.79718,15394.35146,15715.33227,14713.06571,15355.70317,17025.53198,21463.44266,24861.2828,26419.29686,28365.31349,32549.97098,35366.2596,32042.47408,30502.71971,31636.44631,28324.42934,29059.54795,29461.55033,25732.01836,26505.34322,28170.43457,30337.67913,29613.67114
Estonia,EST,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2681.820122,2814.834734,3130.807094,3376.794373,3678.158264,4087.503306,4144.630817,4075.970639,4509.17846,5344.877798,7206.16648,8912.992195,10406.39688,12631.56777,16741.93912,18227.12008,14794.97079,14790.82122,17621.54744,17534.42154,19174.10073,20367.10266,17522.23019,18237.29584,20388.20955,23258.46758,23659.87229
Ethiopia,ETH,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,203.5570173,208.3423801,224.6274297,205.6237824,233.2187248,234.6821931,242.9615852,243.7358686,248.0227939,254.2432569,271.3944118,204.0502053,165.693197,125.5495699,134.3429555,145.1669037,141.5086199,125.0761411,119.684067,124.4608003,120.765782,111.9272235,119.490391,136.4662556,162.4327265,194.6874305,244.2860372,326.4368267,380.5690479,341.5541149,354.4795758,467.0779272,499.5315721,566.9264665,640.5418913,717.1245929,768.5223076,771.5238139,857.501351
European Union,EUU,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,1339.555877,1444.77891,1536.667461,1701.285947,1879.612459,2113.950964,2533.810679,3258.716828,3667.567926,4246.231644,4421.143298,4983.432367,6043.912902,7274.101488,8100.748759,7033.978557,6761.171709,6560.62439,6306.403439,6470.741905,9022.634712,11127.83311,12176.88237,12396.736,15459.35878,15963.68001,17497.45819,15924.47476,16828.50483,19464.22249,19749.95238,18087.09648,18613.61602,18475.65109,16908.72319,17183.62084,18680.55992,22920.89365,26262.06785,27330.99365,29068.60434,33549.52344,36912.06494,33359.78899,32931.63812,35716.27366,33158.79141,34564.11251,35243.20737,30473.74026,31162.69639,33029.98795,35659.75715,34843.29747
Fragile and conflict affected situations,FCS,GDP per capita (current US$),NY.GDP.PCAP.CD,93.86698205,95.62824872,103.0877839,115.813451,99.60773311,106.8502784,111.1838694,105.2105977,108.4207008,118.9313833,141.1182453,140.1686862,156.3896086,186.7220909,271.0268535,296.3102596,339.7812232,362.2913052,388.0717169,474.7962897,577.4433201,786.7704865,733.7038202,603.2050476,528.76284,528.6237882,483.6338548,473.4472797,488.5792161,437.1254263,667.310039,672.2020449,650.0810632,587.5325577,551.3259073,621.6235871,628.8748851,685.1210765,673.0777756,711.4810616,810.5479232,782.3364631,732.664518,761.7310151,924.0501368,1126.863822,1366.903598,1623.020291,2042.508216,1878.714288,2205.098612,2186.971155,2457.000322,2523.042763,2710.812193,2341.686509,2049.27473,2030.056919,2148.379174,2190.311626
Finland,FIN,GDP per capita (current US$),NY.GDP.PCAP.CD,1179.353011,1327.427224,1411.702398,1522.319242,1707.503938,1882.086858,2010.213456,2034.18905,1907.077272,2178.03525,2465.64488,2716.19,3177.645546,4173.172981,5297.607784,6255.544744,6739.69081,7069.105707,7628.815805,9332.2452,11223.93756,10926.81797,10938.12206,10497.48,10833.86629,11398.10595,14951.04679,18571.05993,22047.79332,23973.23948,28364.64508,25484.73929,22319.05946,17608.81239,20301.33309,26271.59981,25783.45049,24691.87281,26009.26949,26177.34798,24285.46682,24946.18919,26869.6749,32855.13263,37702.84538,39040.28888,41188.0937,48414.84509,53554.03892,47293.99283,46459.97325,51081.99767,47710.79022,49878.04324,50260.29986,42784.69836,43784.28396,46316.74546,50021.29106,48685.85399
Fiji,FJI,GDP per capita (current US$),NY.GDP.PCAP.CD,285.4735606,287.263529,291.4788635,296.7151172,310.8095171,317.0148589,316.1264925,333.2627415,334.6152586,357.4271885,422.3867324,466.0139527,583.3176916,768.6954502,987.9289918,1186.676079,1182.102182,1202.637385,1360.785401,1640.554272,1892.891719,1898.402411,1786.699354,1638.383941,1681.69308,1603.329879,1795.377953,1631.942276,1535.386452,1632.205866,1835.128096,1881.754118,2057.578033,2166.233478,2384.095744,2540.99071,2714.564932,2641.477866,2070.574624,2408.735921,2076.568784,2039.625697,2260.258398,2837.892246,3334.931667,3659.579329,3747.860716,4072.10157,4167.670285,3362.816555,3652.527437,4371.45751,4591.555784,4840.693716,5605.570331,5390.745237,5651.318066,6101.030843,6266.967959,6220.046421
France,FRA,GDP per capita (current US$),NY.GDP.PCAP.CD,1334.690056,1428.045487,1578.284604,1744.64059,1909.541232,2038.162734,2186.474852,2343.104226,2536.085065,2752.094954,2857.252176,3169.034992,3854.556784,4969.763912,5328.241747,6690.57827,6866.818286,7532.527928,9264.777834,11179.63127,12713.36125,11104.97773,10496.92987,9993.422074,9419.697648,9763.32861,13540.24708,16302.4414,17679.997,17694.30535,21793.84265,21675.06425,23813.71184,22380.10396,23496.52332,26890.21988,26871.82902,24228.94235,24974.2722,24673.19897,22364.02939,22433.55571,24177.33517,29568.38595,33741.26515,34760.18777,36443.62344,41508.43399,45334.11444,41575.41875,40638.334,43790.73205,40874.70351,42592.93409,43011.2631,36638.18493,37037.37419,38812.16103,41631.09074,40493.92857
Faroe Islands,FRO,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24034.24681,24125.25588,22653.31605,24419.74244,26732.79047,31497.96692,35467.17547,36205.37054,41522.54386,47885.69888,50866.0811,47447.87004,48530.23385,52083.88914,49459.71723,54853.6256,59440.03076,52404.65933,55822.91472,58622.84082,,
"Micronesia, Fed. Sts.",FSM,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,1320.864701,,,1276.491667,1296.969293,1355.655813,1437.426242,1528.540721,1682.697175,1756.600815,1909.252755,1909.836839,2060.609696,2017.473066,1904.740966,2022.707194,2042.479658,2171.950243,2248.429175,2265.880594,2295.889655,2253.092614,2358.280018,2406.182916,2458.611313,2541.408883,2721.870357,2885.445676,3009.198647,3131.386715,2994.679304,2971.45729,2906.376785,3014.700358,3289.701146,3568.291016,
Gabon,GAB,GDP per capita (current US$),NY.GDP.PCAP.CD,282.4137951,331.431868,357.5223632,298.4664095,410.9009521,424.6172585,452.6686608,490.0988528,520.4776613,550.726052,549.4566148,635.4958568,703.7854219,1160.310636,2432.824681,3332.004609,4550.046675,4154.274755,3452.620545,4275.257364,5892.15607,5186.370179,4736.046293,4325.270268,4423.531498,4038.063662,4004.054116,3755.488008,4267.819344,4532.165859,6268.95102,5537.009721,5578.005173,4252.028186,3963.868049,4570.592367,5116.146059,4667.168585,3831.780668,3888.898927,4125.716664,3989.556606,4121.958645,4922.376526,5729.296958,6888.627147,7214.914544,8447.078591,10212.81943,7690.052235,8849.3553,10809.64645,9813.477703,9683.57629,9663.42924,7384.71587,6984.451019,7230.396393,7956.627816,7667.366861
United Kingdom,GBR,GDP per capita (current US$),NY.GDP.PCAP.CD,1397.594803,1472.385714,1525.775853,1613.456884,1748.288118,1873.567774,1986.747159,2058.781882,1951.758596,2100.667869,2347.544318,2649.801514,3030.432514,3426.276221,3665.862798,4299.745618,4138.167788,4681.439932,5976.938169,7804.762081,10032.06208,9599.306222,9146.077357,8691.518813,8179.194441,8652.216542,10611.11221,13118.58653,15987.16808,16239.2822,19095.467,19900.72665,20487.17079,18389.01957,19709.2381,23123.17779,24332.69777,26734.56261,28214.27436,28669.53969,28149.87001,27744.50646,30056.58622,34419.14791,40290.31397,42030.28661,44599.69757,50566.8266,47286.99849,38713.13743,39435.8399,42038.57225,42462.77157,43444.533,47425.60768,44974.83188,41064.13343,40361.41738,43043.22782,42300.26713
Georgia,GEO,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1614.640122,1314.67067,757.2235485,550.0155426,519.8161871,578.3367633,689.0344137,807.0322858,851.5157446,673.5378927,749.9085236,801.9904139,853.5164537,1010.00798,1305.047486,1642.760938,1996.057129,2635.353882,3324.735879,2822.66743,3233.295943,4021.743306,4421.818242,4623.745725,4739.188338,4014.185944,4062.169888,4357.000936,4722.787783,4769.186543
